Row_ID,Household_ID,Vehicle,Calendar_Year,Model_Year,Blind_Make,Blind_Model,Blind_Submodel,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,Cat7,Cat8,Cat9,Cat10,Cat11,Cat12,OrdCat,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,NVCat,NVVar1,NVVar2,NVVar3,NVVar4,Claim_Amount,veh_age
5627,2996,2,2006,2001,AJ,AJ.76,AJ.76.2,D,A,A,?,?,E,?,A,B,B,A,D,6,2.3954294,2.0368867,1.8145913,2.0077415,2.3945966,1.91501,1.7064883,0.2644044,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
5628,2997,1,2005,1997,M,M.13,M.13.1,F,?,A,C,A,C,?,B,B,B,F,C,2,-0.7703518,-1.5077976,-1.1010908,-1.5441353,-0.6622353,-1.4607737,-1.2916894,-0.8273448,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
5629,2997,2,2006,2005,AJ,AJ.59,AJ.59.2,D,C,A,?,?,D,?,A,B,A,A,D,5,1.6481764,0.6535952,1.5831879,0.8068689,1.585785,1.628431,1.3870103,0.2819073,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
5630,2997,3,2006,2003,BW,BW.178,BW.178.0,I,C,F,?,?,D,?,B,B,A,A,D,4,1.3669523,1.5181524,0.611294,1.4157621,0.9910706,1.4611624,1.7679263,0.9169378,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5631,2997,4,2005,2005,AJ,AJ.59,AJ.59.2,D,C,A,?,?,D,?,A,B,B,A,D,5,1.6481764,0.6535952,1.5831879,0.8068689,1.585785,1.628431,1.3870103,0.2819073,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
5632,2998,1,2005,2002,BW,BW.92,BW.92.0,I,C,A,?,?,B,?,B,B,A,B,C,4,-0.9230164,-0.1245062,-0.9853891,0.1472346,-0.8228081,0.0294371,0.3057004,-0.1999719,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5633,2998,1,2006,2002,BW,BW.92,BW.92.0,I,C,A,?,?,B,?,B,B,A,A,C,4,-0.9230164,-0.1245062,-0.9853891,0.1472346,-0.8228081,0.0294371,0.3057004,-0.1999719,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5634,3000,2,2005,2004,K,K.78,K.78.2,D,A,A,?,?,C,?,C,B,A,A,B,4,0.7964689,0.0484052,-0.4068807,-0.0219024,0.6996606,-0.1834502,0.5883155,0.0434291,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
5635,3001,1,2005,2001,BV,BV.8,BV.8.2,B,C,A,A,A,B,C,B,B,A,A,D,4,-0.4007428,-0.2974176,-0.4531614,-0.2756079,-0.2637767,-0.6560131,-1.0090742,-0.5598772,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5636,3001,1,2006,2001,BV,BV.8,BV.8.2,B,C,A,A,A,B,C,B,B,B,A,C,4,-0.4007428,-0.2974176,-0.4531614,-0.2756079,-0.2637767,-0.6560131,-1.0090742,-0.5598772,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
5637,3003,2,2005,1988,AJ,AJ.58,AJ.58.3,D,?,C,?,?,D,?,A,B,A,A,C,5,2.1543801,-0.0380505,1.6063284,-0.1064709,1.4846835,0.7078691,1.1289705,-1.0361774,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,17
5638,3003,2,2006,2000,AJ,AJ.58,AJ.58.1,D,C,A,?,?,D,?,A,B,A,B,D,5,2.130275,0.0484052,1.4674863,0.3163716,1.9664022,0.7219055,1.2272713,-0.2311491,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,19.07038,6
5639,3003,3,2005,2000,AJ,AJ.58,AJ.58.1,D,C,A,?,?,D,?,A,B,B,C,B,5,2.130275,0.0484052,1.4674863,0.3163716,1.9664022,0.7219055,1.2272713,-0.2311491,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
5640,3003,3,2006,1996,AJ,AJ.7,AJ.7.1,G,?,E,A,C,D,A,A,B,A,A,F,4,0.5554195,-0.8161519,-0.0829161,-0.6984504,-0.9655396,0.1487475,1.1658332,-0.5560485,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,10
5641,3003,4,2005,1996,AJ,AJ.7,AJ.7.1,G,?,E,A,C,D,A,A,B,A,C,B,4,0.5554195,-0.8161519,-0.0829161,-0.6984504,-0.9655396,0.1487475,1.1658332,-0.5560485,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,9
5642,3003,4,2006,2003,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,B,B,C,5,2.130275,0.6535952,1.6757493,0.8068689,2.043715,0.7452998,1.2395589,0.0324897,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5643,3004,1,2005,1998,BH,BH.7,BH.7.1,B,?,A,A,A,B,D,A,B,A,A,D,4,-0.3927078,0.3942281,-0.4068807,0.3163716,0.176312,-0.1986564,-1.0827999,0.5192917,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5644,3004,1,2006,1998,BH,BH.7,BH.7.1,B,?,A,A,A,B,D,A,B,B,B,E,4,-0.3927078,0.3942281,-0.4068807,0.3163716,0.176312,-0.1986564,-1.0827999,0.5192917,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
5645,3004,2,2005,2002,R,R.30,R.30.16,B,C,B,A,A,B,C,B,A,A,F,C,4,-0.4489527,0.0484052,-0.7771261,-0.0219024,-0.3529838,-0.4700292,-0.6281582,0.0516336,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5646,3004,2,2006,2002,R,R.30,R.30.16,B,C,B,A,A,B,C,B,A,C,F,E,4,-0.4489527,0.0484052,-0.7771261,-0.0219024,-0.3529838,-0.4700292,-0.6281582,0.0516336,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5647,3006,1,2005,1995,X,X.45,X.45.2,B,A,A,A,A,B,C,A,B,A,B,D,4,-0.4810926,-0.8161519,-0.1986177,-0.5293134,0.0514219,-0.5483997,-1.0582247,-0.459782,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,10
5648,3006,3,2005,2006,K,K.7,K.7.3,B,A,A,A,A,B,C,B,A,A,A,B,2,-0.3927078,-0.7296962,-0.3143194,-0.5800545,-0.1150981,-0.5600969,-0.4929945,-0.337808,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,-1
5649,3007,2,2005,2001,K,K.80,K.80.2,D,A,A,?,?,C,?,C,B,A,C,B,4,0.7964689,0.0484052,-1.2862134,-0.0219024,0.7115549,-0.6981227,0.0968109,-0.6173089,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5650,3007,2,2006,2001,K,K.80,K.80.2,D,A,A,?,?,C,?,C,B,B,B,D,4,0.7964689,0.0484052,-1.2862134,-0.0219024,0.7115549,-0.6981227,0.0968109,-0.6173089,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
5651,3009,1,2005,1996,AJ,AJ.122,AJ.122.3,D,?,E,?,?,C,?,A,B,A,C,B,4,1.0616231,-0.8161519,-0.6151437,-0.6984504,0.4201448,-0.3823009,0.1705366,-1.0226126,E,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,9
5652,3010,1,2005,2002,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,A,D,C,4,0.5634545,-0.1245062,1.4906267,0.1472346,0.7115549,0.5686735,1.0429572,-0.4288236,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5653,3010,1,2006,2002,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,A,C,C,4,0.5634545,-0.1245062,1.4906267,0.1472346,0.7115549,0.5686735,1.0429572,-0.4288236,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5654,3010,2,2005,1998,AQ,AQ.17,AQ.17.1,B,?,A,A,A,D,C,B,B,A,A,C,4,-0.0954137,0.1348609,0.541873,0.2318031,0.5747706,-0.1682439,-0.8739105,-0.0479147,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5655,3010,2,2006,1998,AQ,AQ.17,AQ.17.1,B,?,A,A,A,D,C,B,B,A,A,D,4,-0.0954137,0.1348609,0.541873,0.2318031,0.5747706,-0.1682439,-0.8739105,-0.0479147,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
5656,3011,2,2005,1994,AQ,AQ.17,AQ.17.1,B,?,A,A,A,D,C,A,B,C,A,B,4,-0.0954137,-0.2974176,0.3567503,-0.3601764,0.5271934,-0.1612257,-0.8616229,0.16595,K,-0.2315299,-0.2661168,-0.2723372,1.9619883,0,11
5657,3011,2,2006,1994,AQ,AQ.17,AQ.17.1,B,?,A,A,A,D,C,A,B,A,B,D,4,-0.0954137,-0.2974176,0.3567503,-0.3601764,0.5271934,-0.1612257,-0.8616229,0.16595,K,-0.2315299,-0.2661168,-0.2723372,1.9619883,0,12
5658,3012,1,2005,1999,BW,BW.156,BW.156.0,I,C,A,?,?,E,?,B,B,B,B,B,5,1.5678266,1.1723295,1.0741006,1.0774881,1.6868864,1.4775383,1.0552448,0.4574842,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
5659,3012,1,2006,1999,BW,BW.156,BW.156.0,I,C,A,?,?,E,?,B,B,A,B,B,5,1.5678266,1.1723295,1.0741006,1.0774881,1.6868864,1.4775383,1.0552448,0.4574842,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5660,3012,2,2005,1995,AH,AH.7,AH.7.0,D,?,E,?,?,D,?,A,B,A,A,D,4,2.3713245,-0.5567847,1.166662,-0.5293134,1.5976793,0.3826896,0.9692315,-0.4584693,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,10
5661,3012,2,2006,1995,AH,AH.7,AH.7.0,D,?,E,?,?,D,?,A,B,A,B,B,4,2.3713245,-0.5567847,1.166662,-0.5293134,1.5976793,0.3826896,0.9692315,-0.4584693,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,11
5662,3012,3,2005,1995,AH,AH.7,AH.7.0,D,?,E,?,?,D,?,A,B,B,A,B,4,2.3713245,-0.5567847,1.166662,-0.5293134,1.5976793,0.3826896,0.9692315,-0.4584693,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,10
5663,3013,1,2005,2001,AJ,AJ.29,AJ.29.3,I,C,A,?,?,C,?,A,B,B,C,C,4,-0.7141069,0.2386078,-0.4531614,0.1641483,-1.0785353,-0.5308541,0.5268774,-0.1223024,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5664,3014,2,2006,1990,BV,BV.24,BV.24.3,B,?,D,A,A,B,C,A,B,B,A,B,4,-0.0954137,-0.3838733,0.1253469,-0.4447449,0.3071491,-0.3437005,-0.9967867,-0.5937893,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,16
5665,3014,3,2005,1990,BV,BV.24,BV.24.3,B,?,D,A,A,B,C,A,B,A,B,E,4,-0.0954137,-0.3838733,0.1253469,-0.4447449,0.3071491,-0.3437005,-0.9967867,-0.5937893,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,15
5666,3014,4,2006,2003,Y,Y.29,Y.29.0,B,C,A,A,A,D,C,B,B,B,A,D,4,-0.1195186,-0.1245062,0.2179083,-0.1910394,0.5271934,-0.2314083,-0.6650211,-0.1316009,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5667,3014,5,2006,1990,BV,BV.24,BV.24.3,B,?,D,A,A,B,C,A,B,B,B,B,4,-0.0954137,-0.3838733,0.1253469,-0.4447449,0.3071491,-0.3437005,-0.9967867,-0.5937893,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,16
5668,3015,1,2005,2002,AJ,AJ.40,AJ.40.2,I,C,A,?,?,B,?,A,A,B,B,C,4,0.1376007,0.3077724,0.0096453,0.2318031,-0.0972567,0.6739475,1.0675324,0.3076149,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5669,3016,1,2005,2001,BH,BH.18,BH.18.5,B,C,F,A,A,B,C,A,B,A,A,C,2,-0.6658971,-0.8161519,-0.8234068,-0.7491915,-0.1983581,-0.6501645,-0.8616229,-0.5279343,N,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5670,3016,1,2006,2001,BH,BH.18,BH.18.5,B,C,F,A,A,B,C,A,B,A,E,B,2,-0.6658971,-0.8161519,-0.8234068,-0.7491915,-0.1983581,-0.6501645,-0.8616229,-0.5279343,N,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
5671,3016,2,2005,2001,BF,BF.44,BF.44.2,F,C,A,C,A,B,?,A,B,B,A,C,4,-0.6658971,0.1867344,-0.4068807,0.1472346,-0.0139966,-0.672389,-1.1073751,-0.2989732,N,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5672,3016,2,2006,2001,BF,BF.44,BF.44.2,F,C,A,C,A,B,?,A,B,A,F,D,4,-0.6658971,0.1867344,-0.4068807,0.1472346,-0.0139966,-0.672389,-1.1073751,-0.2989732,N,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
5673,3017,1,2005,2003,AO,AO.7,AO.7.6,F,C,A,C,A,C,?,A,B,B,D,C,2,-0.7141069,-1.0409367,-1.2399328,-1.0874654,-0.9774339,-1.3859123,-0.9353486,-0.5287,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
5674,3017,1,2006,2003,AO,AO.7,AO.7.6,F,C,A,C,A,C,?,A,B,A,A,D,2,-0.7141069,-1.0409367,-1.2399328,-1.0874654,-0.9774339,-1.3859123,-0.9353486,-0.5287,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,108.8026,3
5675,3018,1,2005,1999,AU,AU.58,AU.58.1,B,B,A,A,A,C,C,A,B,B,B,C,2,-0.9792612,-0.8161519,-1.2630731,-0.8675874,-1.1974782,-1.4666222,-1.0090742,-0.7530665,K,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
5676,3019,1,2005,1999,K,K.65,K.65.5,G,C,A,A,C,D,A,B,B,C,A,D,4,0.1777756,0.1175698,0.3104696,0.1472346,0.1406291,0.2084028,0.5637403,0.1600427,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
5677,3019,1,2006,1999,K,K.65,K.65.5,G,C,A,A,C,D,A,B,B,A,A,F,4,0.1777756,0.1175698,0.3104696,0.1472346,0.1406291,0.2084028,0.5637403,0.1600427,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5678,3019,2,2005,2001,K,K.7,K.7.1,B,A,A,A,A,B,C,C,B,B,A,B,2,-0.5453724,-0.9371899,-0.4531614,-0.9859833,-0.1567281,-0.688765,-0.9353486,-0.282783,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5679,3019,2,2006,2001,K,K.7,K.7.1,B,A,A,A,A,B,C,C,B,B,B,D,2,-0.5453724,-0.9371899,-0.4531614,-0.9859833,-0.1567281,-0.688765,-0.9353486,-0.282783,F,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
5680,3021,1,2005,1987,AJ,AJ.58,AJ.58.3,D,?,C,?,?,D,?,A,B,B,A,B,5,2.1543801,-0.0380505,1.6063284,-0.1064709,1.4846835,0.5277336,1.1289705,-1.0325674,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,18
5681,3021,1,2006,1987,AJ,AJ.58,AJ.58.3,D,?,C,?,?,D,?,A,B,A,B,B,5,2.1543801,-0.0380505,1.6063284,-0.1064709,1.4846835,0.5277336,1.1289705,-1.0325674,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,19
5682,3023,2,2005,2003,W,W.28,W.28.7,I,A,A,?,?,C,?,A,B,A,A,D,4,-1.4934998,0.0484052,-1.2399328,0.0626661,-2.1252327,-0.4115437,1.0060943,-0.5287,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
5683,3024,2,2005,1988,AJ,AJ.54,AJ.54.1,D,?,C,?,?,D,?,A,B,A,D,B,5,0.386685,-0.0380505,1.6063284,-0.1064709,0.176312,0.3066584,1.3624351,-1.0045626,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,17
5684,3025,1,2005,2004,BW,BW.156,BW.156.0,I,C,F,?,?,E,?,B,A,A,A,E,5,1.447302,1.8639752,1.5831879,1.7540361,1.6749921,1.5910002,1.5836121,1.6367484,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
5685,3025,1,2006,2004,BW,BW.156,BW.156.0,I,C,F,?,?,E,?,B,A,A,A,B,5,1.447302,1.8639752,1.5831879,1.7540361,1.6749921,1.5910002,1.5836121,1.6367484,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
5686,3026,1,2005,2003,BW,BW.157,BW.157.1,I,C,F,?,?,E,?,B,A,B,B,B,5,1.447302,1.6910638,1.5600476,1.5848991,1.6749921,1.7968693,1.559037,1.8479877,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
5687,3026,1,2006,2003,BW,BW.157,BW.157.1,I,C,F,?,?,E,?,B,A,C,B,C,5,1.447302,1.6910638,1.5600476,1.5848991,1.6749921,1.7968693,1.559037,1.8479877,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5688,3027,1,2005,2004,AJ,AJ.59,AJ.59.2,D,C,A,?,?,D,?,A,B,A,B,B,5,1.6481764,0.6535952,1.5831879,0.8068689,1.5976793,1.6448069,1.2764218,0.1922045,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
5689,3028,2,2005,2002,BF,BF.36,BF.36.4,B,C,A,A,A,C,C,A,B,A,A,C,2,-0.5614424,-0.9544811,-1.0779505,-1.002897,-0.9952753,-1.1110303,-0.82476,-0.8399251,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5690,3028,2,2006,2002,BF,BF.36,BF.36.4,B,C,A,A,A,C,C,A,B,B,B,B,2,-0.5614424,-0.9544811,-1.0779505,-1.002897,-0.9952753,-1.1110303,-0.82476,-0.8399251,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5691,3030,1,2005,1999,BO,BO.44,BO.44.2,D,A,A,?,?,D,?,A,B,A,C,B,5,2.1463451,1.0858738,1.6757493,0.9929196,1.9604551,1.2143536,1.0921077,-0.0410229,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
5692,3030,1,2006,1999,BO,BO.44,BO.44.2,D,A,A,?,?,D,?,A,B,B,A,B,5,2.1463451,1.0858738,1.6757493,0.9929196,1.9604551,1.2143536,1.0921077,-0.0410229,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5693,3030,2,2005,2004,BP,BP.6,BP.6.0,B,A,B,A,A,B,C,A,B,A,F,B,2,-0.4569876,-0.8507342,-0.1291967,-0.9014148,-0.317301,-0.3600764,-0.8861981,-0.6501271,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
5694,3030,2,2006,2004,BP,BP.6,BP.6.0,B,A,B,A,A,B,C,A,B,A,A,C,2,-0.4569876,-0.8507342,-0.1291967,-0.9014148,-0.317301,-0.3600764,-0.8861981,-0.6501271,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
5695,3032,2,2006,1996,L,L.49,L.49.1,F,?,A,C,A,C,?,B,B,C,A,D,2,-0.6337572,-1.1619748,-1.0779505,-1.2058613,-0.5432924,-1.0619025,-1.1688132,-1.2469791,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,10
5696,3032,3,2006,1995,BH,BH.18,BH.18.2,B,?,A,A,A,B,C,A,B,A,B,B,2,-0.6658971,-1.2311393,-0.9159681,-0.8506737,-0.2459352,-0.9730046,-1.1811008,-0.2046759,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,11
5697,3032,4,2006,1996,L,L.49,L.49.1,F,?,A,C,A,C,?,B,B,A,C,B,2,-0.6337572,-1.1619748,-1.0779505,-1.2058613,-0.5432924,-1.0619025,-1.1688132,-1.2469791,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,10
5698,3032,5,2006,1999,BH,BH.18,BH.18.5,B,A,F,A,A,B,C,A,B,B,A,F,4,-0.6658971,0.0484052,-0.8234068,0.0626661,-0.1983581,-0.7507596,-0.8616229,-0.1918768,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5699,3033,1,2005,1998,AU,AU.58,AU.58.0,B,?,A,A,A,C,C,A,B,A,A,D,2,-0.9792612,-1.2484305,-1.2630731,-1.2904298,-1.1915311,-1.459604,-1.0090742,-0.6796634,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5700,3033,1,2006,1998,AU,AU.58,AU.58.0,B,?,A,A,A,C,C,A,B,A,B,D,2,-0.9792612,-1.2484305,-1.2630731,-1.2904298,-1.1915311,-1.459604,-1.0090742,-0.6796634,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
5701,3033,2,2005,1999,AJ,AJ.129,AJ.129.1,G,C,A,A,C,E,A,A,B,A,B,C,4,0.7000491,-0.7642785,1.0509603,-0.8168463,0.5807177,0.1545961,0.4162889,0.3418551,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
5702,3033,2,2006,1999,AJ,AJ.129,AJ.129.1,G,C,A,A,C,E,A,A,B,A,C,B,4,0.7000491,-0.7642785,1.0509603,-0.8168463,0.5807177,0.1545961,0.4162889,0.3418551,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5703,3033,3,2006,1999,AJ,AJ.129,AJ.129.1,G,C,B,A,C,E,A,A,B,B,B,D,4,0.7000491,0.2213167,1.0509603,0.1472346,0.5807177,0.1545961,0.4162889,0.3418551,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5704,3035,1,2006,2002,AU,AU.11,AU.11.3,B,C,B,A,A,B,C,A,B,B,B,E,4,-0.2962881,1.1723295,-0.4068807,1.1620566,0.0216862,-0.4314287,-0.7878972,0.2555435,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5705,3035,2,2006,2003,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,B,A,B,5,2.130275,1.0858738,1.6294687,1.1620566,2.0675037,1.2494448,1.3747227,0.5925854,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5706,3035,3,2006,2006,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,A,E,B,5,2.130275,1.0858738,1.5831879,1.8386046,1.9545078,1.8588638,1.3255723,0.8677106,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
5707,3037,1,2005,2002,BT,BT.43,BT.43.7,A,C,B,A,A,B,C,C,A,A,B,E,4,-0.4087778,0.4806838,-0.9391084,0.4009401,-0.7633367,-0.3238154,-0.923061,1.0393493,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5708,3037,1,2006,2002,BT,BT.43,BT.43.7,A,C,B,A,A,B,C,C,A,C,A,D,4,-0.4087778,0.4806838,-0.9391084,0.4009401,-0.7633367,-0.3238154,-0.923061,1.0393493,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5709,3037,2,2005,2001,K,K.86,K.86.3,D,A,A,?,?,D,?,C,B,A,F,D,5,1.3107074,0.9129624,0.7269956,0.9083511,1.5679436,0.5862192,0.9815191,-0.0140026,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,4
5710,3037,2,2006,2001,K,K.86,K.86.3,D,A,A,?,?,D,?,C,B,A,A,B,5,1.3107074,0.9129624,0.7269956,0.9083511,1.5679436,0.5862192,0.9815191,-0.0140026,L,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
5711,3038,1,2005,1999,BO,BO.44,BO.44.2,D,A,A,?,?,D,?,A,B,A,A,D,5,2.1463451,1.0858738,1.6757493,0.9929196,1.9604551,1.2143536,1.0921077,-0.0410229,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
5712,3038,2,2005,1997,Q,Q.22,Q.22.4,B,?,A,A,A,E,C,A,B,A,A,D,5,0.1938455,0.0484052,1.3286443,0.3163716,1.2289563,0.2458335,-0.7264591,-0.0446329,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
5713,3038,3,2005,2000,BW,BW.132,BW.132.0,D,C,A,?,?,E,?,B,B,B,C,D,5,2.5320239,1.950431,1.4906267,1.8386046,2.162658,2.2203043,1.4361608,0.5930231,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,5
5714,3038,4,2005,2003,AN,AN.16,AN.16.3,F,B,B,C,A,C,?,A,B,A,F,C,4,-0.9953312,-0.107215,-0.6382841,-0.1741257,-1.0785353,-0.7566082,-1.2794018,-0.4443575,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
5715,3038,5,2005,2004,BW,BW.126,BW.126.0,D,C,A,?,?,E,?,B,B,B,A,D,5,3.2953467,1.950431,1.7683107,2.261447,2.7395308,2.6963763,1.6573378,1.3118491,J,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,1
5716,3039,1,2005,1997,AJ,AJ.58,AJ.58.2,D,?,A,?,?,D,?,A,B,A,E,D,4,2.130275,0.2213167,1.4674863,0.3163716,1.7641993,0.5359216,1.2272713,-0.6829451,E,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,8
5717,3039,1,2006,1997,AJ,AJ.58,AJ.58.2,D,?,A,?,?,D,?,A,B,A,A,B,4,2.130275,0.2213167,1.4674863,0.3163716,1.7641993,0.5359216,1.2272713,-0.6829451,E,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,9
5718,3040,1,2005,1999,L,L.29,L.29.1,B,C,A,A,A,D,C,B,B,A,A,E,4,-0.1195186,0.2213167,0.1484873,0.2318031,0.3309377,-0.2817058,-0.984499,-0.0933131,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
5719,3040,1,2006,1999,L,L.29,L.29.1,B,C,A,A,A,D,C,B,B,A,A,B,4,-0.1195186,0.2213167,0.1484873,0.2318031,0.3309377,-0.2817058,-0.984499,-0.0933131,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
5720,3040,2,2006,2006,O,O.19,O.19.0,F,C,B,B,A,C,?,A,B,B,A,E,2,-0.8667715,-0.5567847,-0.9622487,-0.6138819,-1.1142182,-0.9975685,-0.9599238,-0.1162857,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,0
5721,3041,1,2005,2003,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,A,B,D,5,2.130275,0.6535952,1.6757493,0.8068689,2.043715,0.7452998,1.2395589,0.0324897,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,2
5722,3041,1,2006,2003,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,A,B,D,5,2.130275,0.6535952,1.6757493,0.8068689,2.043715,0.7452998,1.2395589,0.0324897,O,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,3
5723,3042,1,2005,1999,M,M.16,M.16.2,B,A,A,A,A,C,C,B,B,A,E,C,2,-0.7703518,-1.0928102,-1.2399328,-1.1382066,-0.8525439,-1.5297866,-1.0950875,-0.946584,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,6
5724,3042,1,2006,1999,M,M.16,M.16.2,B,A,A,A,A,C,C,B,B,A,A,C,2,-0.7703518,-1.0928102,-1.2399328,-1.1382066,-0.8525439,-1.5297866,-1.0950875,-0.946584,M,-0.2315299,-0.2661168,-0.2723372,-0.2514189,0,7
